
1597982991174,218,HomePage,200,OK,Login and Logout 1-6,text,true,,2021,121,12,12,http://192.168.99.100:5000/,206,0,144
1597982991174,218,HomePage,200,OK,Login and Logout 1-3,text,true,,2021,121,12,12,http://192.168.99.100:5000/,206,0,144
1597982991174,218,HomePage,200,OK,Login and Logout 1-4,text,true,,2021,121,12,12,http://192.168.99.100:5000/,206,0,145
1597982991325,67,HomePage,200,OK,Login and Logout 1-11,text,true,,2021,121,12,12,http://192.168.99.100:5000/,55,0,2
1597982991173,218,HomePage,200,OK,Login and Logout 1-1,text,true,,2021,121,12,12,http://192.168.99.100:5000/,206,0,144
1597982991174,218,HomePage,200,OK,Login and Logout 1-5,text,true,,2021,121,12,12,http://192.168.99.100:5000/,206,0,145
1597982991226,166,HomePage,200,OK,Login and Logout 1-9,text,true,,2021,121,12,12,http://192.168.99.100:5000/,154,0,93
1597982991173,218,HomePage,200,OK,Login and Logout 1-2,text,true,,2021,121,12,12,http://192.168.99.100:5000/,206,0,144
1597982991175,217,HomePage,200,OK,Login and Logout 1-7,text,true,,2021,121,12,12,http://192.168.99.100:5000/,205,0,143
1597982991276,116,HomePage,200,OK,Login and Logout 1-10,text,true,,2021,121,12,12,http://192.168.99.100:5000/,104,0,43
1597982991380,12,HomePage,200,OK,Login and Logout 1-12,text,true,,2021,121,12,12,http://192.168.99.100:5000/,7,0,3
1597982991179,213,HomePage,200,OK,Login and Logout 1-8,text,true,,2021,121,12,12,http://192.168.99.100:5000/,201,0,140
1597982991417,15,HomePage,200,OK,Login and Logout 1-13,text,true,,2021,121,13,13,http://192.168.99.100:5000/,15,0,2
1597982991410,26,SignInPage,200,OK,Login and Logout 1-4,text,true,,2021,259,13,13,http://192.168.99.100:5000/,26,0,0
1597982991410,30,SignInPage,200,OK,Login and Logout 1-5,text,true,,2021,259,13,13,http://192.168.99.100:5000/,30,0,0
1597982991410,33,SignInPage,200,OK,Login and Logout 1-2,text,true,,2021,259,13,13,http://192.168.99.100:5000/,33,0,0
1597982991410,36,SignInPage,200,OK,Login and Logout 1-12,text,true,,2021,259,13,13,http://192.168.99.100:5000/,36,0,0
1597982991410,40,SignInPage,200,OK,Login and Logout 1-1,text,true,,2021,259,13,13,http://192.168.99.100:5000/,40,0,0
1597982991410,43,SignInPage,200,OK,Login and Logout 1-3,text,true,,2021,259,13,13,http://192.168.99.100:5000/,43,0,0
1597982991409,47,SignInPage,200,OK,Login and Logout 1-6,text,true,,2021,259,13,13,http://192.168.99.100:5000/,47,0,0
1597982991410,51,SignInPage,200,OK,Login and Logout 1-11,text,true,,2021,259,13,13,http://192.168.99.100:5000/,50,0,0
1597982991409,54,SignInPage,200,OK,Login and Logout 1-10,text,true,,2021,259,13,13,http://192.168.99.100:5000/,53,0,0
1597982991409,59,SignInPage,200,OK,Login and Logout 1-7,text,true,,2021,259,14,14,http://192.168.99.100:5000/,59,0,0
1597982991411,62,SignInPage,200,OK,Login and Logout 1-9,text,true,,2021,259,14,14,http://192.168.99.100:5000/,61,0,0
1597982991409,69,SignInPage,200,OK,Login and Logout 1-8,text,true,,2021,259,15,15,http://192.168.99.100:5000/,67,0,0
1597982991433,50,SignInPage,200,OK,Login and Logout 1-13,text,true,,2021,259,15,15,http://192.168.99.100:5000/,49,0,0
1597982991437,49,ProfilePage,200,OK,Login and Logout 1-4,text,true,,2047,136,15,15,http://192.168.99.100:5000/Account/Profile,49,0,0
1597982991441,49,ProfilePage,200,OK,Login and Logout 1-5,text,true,,2047,136,15,15,http://192.168.99.100:5000/Account/Profile,48,0,0
1597982991444,49,ProfilePage,200,OK,Login and Logout 1-2,text,true,,2047,136,15,15,http://192.168.99.100:5000/Account/Profile,49,0,0
1597982991447,50,ProfilePage,200,OK,Login and Logout 1-12,text,true,,2047,136,15,15,http://192.168.99.100:5000/Account/Profile,50,0,0
1597982991451,50,ProfilePage,200,OK,Login and Logout 1-1,text,true,,2047,136,15,15,http://192.168.99.100:5000/Account/Profile,50,0,0
